round,hospital,train_loss,test_loss,micro_f1,precision,recall,macro_f1,macro_precision,macro_recall
9,chapman_shaoxing,0.1365593223735658,0.171963389647209,0.7080890973036342,0.7156398104265402,0.7006960556844548,0.4112326568917762,0.5000575462084833,0.4087995123277486
9,cpsc_2018,0.1441786201794942,0.1162100027501583,0.7710261569416499,0.7846027846027847,0.7579113924050633,0.3946408308235484,0.3784886437494363,0.4212497117544938
9,georgia,0.2148977352087112,0.2089030093070372,0.6145279676031384,0.7221891731112433,0.5348017621145374,0.4563758046495554,0.6402684617168438,0.4376957306921675
9,ningbo,0.1226028420170333,0.1493905894138983,0.7262343127677162,0.7568922305764411,0.6979633107034523,0.2951890518727759,0.3495137042527076,0.2950377354447994
9,ptb-xl,0.1439162764464551,0.1372562083256335,0.7931827865360034,0.8608953015168331,0.7353452362142519,0.3564074612278043,0.4607866568395782,0.3668850302128044
10,chapman_shaoxing,0.1366845449934972,0.1944446006189968,0.706018073447414,0.7021032504780115,0.7099767981438515,0.4892252617400139,0.5134612584914463,0.5087032604793023
10,cpsc_2018,0.1411945586651563,0.1288947974642117,0.7355242566510172,0.7275541795665634,0.7436708860759493,0.3788194637903645,0.3797778611095141,0.3983645989030711
10,georgia,0.2104295826352694,0.2031305074981115,0.6122552758708365,0.7239927841250752,0.5303964757709251,0.4232822689467506,0.5330625955493796,0.3987451998934337
10,ningbo,0.1191640879227736,0.1100552456160741,0.7929097095829707,0.8767938396919845,0.72367470749675,0.361757544484493,0.4084908455099682,0.3321048065173315
10,ptb-xl,0.1430324608275928,0.1260856716493463,0.817101753818799,0.836366644606221,0.7987043766787802,0.4071183082328777,0.5010285755187156,0.4074303200477038
11,chapman_shaoxing,0.1316337993649287,0.1553159606153682,0.7387781913728925,0.8515901060070671,0.6523588553750966,0.4490517163131457,0.499567383470216,0.4326032255482335
11,cpsc_2018,0.1377250904589891,0.1036653404434522,0.7688927943760984,0.8646245059288538,0.692246835443038,0.3867873945081668,0.4149511308394557,0.3818941230944433
